Washington State University,USA,United States,Washington,Psychology,WSU
University of Washington,USA,United States,Washington,Psychology,UW
Seattle Pacific University,USA,United States,Washington,Psychology,
Marquette University,USA,United States,Wisconsin,Psychology,
Marquette University,USA,United States,Wisconsin,Psychology,
Wisconsin School of Professional Psychology,USA,United States,Wisconsin,Psychology,
"Univeristy of Wisconsin, Green-bay",USA,United States,Wisconsin,Psychology,UWGB
"University of Wisconsin, Milwaukee",USA,United States,Wisconsin,Psychology,UWM
"University of Wisconsin, Milwaukee",USA,United States,Wisconsin,Psychology,UWM
"University of Wisconsin, Madison",USA,United States,Wisconsin,Psychology,
"University of Wisconsin, Madison",USA,United States,Wisconsin,Psychology,
"University of Wisconsin, Madison",USA,United States,Wisconsin,Psychology,
"University of Wisconsin, Milwaukee",USA,United States,Wisconsin,Psychology,UWM
West Virginia University,USA,United States,West Virginia,Psychology,WVU
West Virginia University,USA,United States,West Virginia,Psychology,WVU
Marshall University,USA,United States,West Virginia,Psychology,
University of Wyoming,USA,United States,Wyoming,Psychology,
"Ferris State University, Michigan College of Optometry",USA,United States,Michigan,Optometry,
Illinois College of Optometry,USA,United States,Illinois,Optometry,
"Indiana University, School of Optometry",USA,United States,Indiana,Optometry,
"Inter American University of Puerto Rico, School of Optometry",USA,United States,Puerto Rico,Optometry,
MCPHS University School of Optometry,USA,United States,Massachusetts,Optometry,
"Midwestern University, Arizona College of Optometry",USA,United States,Arizona,Optometry,
New England College of Optometry,USA,United States,Massachusetts,Optometry,
"Northeastern State University, Oklahoma College of Optometry",USA,United States,Oklahoma,Optometry,NSUOCO
"Nova Southestern Univeristy, College of Optometry",USA,United States,Florida,Optometry,NSU
"Pacific University, College of Optometry",USA,United States,Oregon,Optometry,
Pennsylvania College of Optometry at Salus Univeristy,USA,United States,Pennsylvania,Optometry,
Southern California College of Optometry at Marshall B. Ketchum University,USA,United States,California,Optometry,
Southern College of Optometry,USA,United States,Tennessee,Optometry,
"State University of New York, State College of Optometry",USA,United States,New York,Optometry,
"The Ohio State University, College of Optometry",USA,United States,Ohio,Optometry,OSU
"University of Alabama at Birmingham, School of Optometry",USA,United States,Alabama,Optometry,
"University of California, Berkeley, School of Optometry",USA,United States,California,Optometry,UCB
"University of Houston, College of Optometry",USA,United States,Texas,Optometry,
"University of Missouri-st. Louis, College of Optometry",USA,United States,Missouri,Optometry,
University of Incarnate Word Rosenberg School of Optometry,USA,United States,Texas,Optometry,
Western University of Health Sciences College of Optometry,USA,United States,California,Optometry,
University of Cape Coast,GHA,Ghana,Cape Coast,Optometry,
University of Alaska Fairbanks Community & Technical College,USA,United States,Alaska,EMT/ Paramedic,
University of Alaska - Anchorage Matanuska Susitna College,USA,United States,Alaska,EMT/ Paramedic,
Alabama Fire College,USA,United States,Alabama,EMT/ Paramedic,
Bevill State Community College,USA,United States,Alabama,EMT/ Paramedic,BSCC
Calhoun Community College,USA,United States,Alabama,EMT/ Paramedic,
Faulkner State Community College,USA,United States,Alabama,EMT/ Paramedic,
Gadsden State Community College,USA,United States,Alabama,EMT/ Paramedic,
H. Councill Trenholm State Community College,USA,United States,Alabama,EMT/ Paramedic,
Herzing University-birmingham,USA,United States,Alabama,EMT/ Paramedic,
Jefferson State Community College,USA,United States,Alabama,EMT/ Paramedic,
Lurleen B Wallace Community College,USA,United States,Alabama,EMT/ Paramedic,
Northeast Alabama Community College,USA,United States,Alabama,EMT/ Paramedic,
Northwest-Shoals Community College,USA,United States,Alabama,EMT/ Paramedic,
Southern Union State Community College,USA,United States,Alabama,EMT/ Paramedic,SUSCC
University of South Alabama,USA,United States,Alabama,EMT/ Paramedic,USA
Wallace Community College,USA,United States,Alabama,EMT/ Paramedic,WCC
Wallace State Community College,USA,United States,Alabama,EMT/ Paramedic,
Arkansas Northeastern College,USA,United States,Arkansas,EMT/ Paramedic,
Arkansas State University-beebe,USA,United States,Arkansas,EMT/ Paramedic,
Arkansas State University-mountain Home,USA,United States,Arkansas,EMT/ Paramedic,
Arkansas Tech University,USA,United States,Arkansas,EMT/ Paramedic,ATU
Black River Technical College,USA,United States,Arkansas,EMT/ Paramedic,BRTC
East Arkansas Community College,USA,United States,Arkansas,EMT/ Paramedic,
National Park College,USA,United States,Arkansas,EMT/ Paramedic,
North Arkansas College,USA,United States,Arkansas,EMT/ Paramedic,
Northwest Arkansas Community College,USA,United States,Arkansas,EMT/ Paramedic,
South Arkansas Community College,USA,United States,Arkansas,EMT/ Paramedic,
Southeast Arkansas College,USA,United States,Arkansas,EMT/ Paramedic,
University of Arkansas at Monticello,USA,United States,Arkansas,EMT/ Paramedic,
University of Arkansas Community College at Hope,USA,United States,Arkansas,EMT/ Paramedic,
University of Arkansas Community College Batesville,USA,United States,Arkansas,EMT/ Paramedic,
University of Arkansas for Medical Sciences-Little Rock,USA,United States,Arkansas,EMT/ Paramedic,UAMS
Central Arizona College,USA,United States,Arizona,EMT/ Paramedic,
Cochise College,USA,United States,Arizona,EMT/ Paramedic,
Flagstaff Medical Center,USA,United States,Arizona,EMT/ Paramedic,
Glendale Community College,USA,United States,California,EMT/ Paramedic,
Maricopa Community Colleges,USA,United States,Arizona,EMT/ Paramedic,
Mohave Community College,USA,United States,Arizona,EMT/ Paramedic,
Northland Pioneer College,USA,United States,Arizona,EMT/ Paramedic,
Paradise Valley Community College,USA,United States,Arizona,EMT/ Paramedic,
Phoenix Fire Department,USA,United States,Arizona,EMT/ Paramedic,
Pima Community College-community Campus,USA,United States,Arizona,EMT/ Paramedic,
Yavapai College,USA,United States,Arizona,EMT/ Paramedic,
Absolute Safety Training Inc,USA,United States,California,EMT/ Paramedic,
American River College,USA,United States,California,EMT/ Paramedic,
Bakersfield College,USA,United States,California,EMT/ Paramedic,
Butte Community College,USA,United States,California,EMT/ Paramedic,
California State University-csus Prehospital Education Program,USA,United States,California,EMT/ Paramedic,
City College of San Francisco,USA,United States,California,EMT/ Paramedic,
College of the Redwoods,USA,United States,California,EMT/ Paramedic,
Crafton Hills College,USA,United States,California,EMT/ Paramedic,
Cuesta College,USA,United States,California,EMT/ Paramedic,
Foothill College,USA,United States,California,EMT/ Paramedic,
Fresno County Department of Public Health,USA,United States,California,EMT/ Paramedic,
Imperial Community College District,USA,United States,California,EMT/ Paramedic,
Los Angeles County Emergency Medical Services Agency,USA,United States,California,EMT/ Paramedic,
Moreno Valley College-riverside Community College,USA,United States,California,EMT/ Paramedic,MVC
Mt. San Antonio College,USA,United States,California,EMT/ Paramedic,
Napa Valley College,USA,United States,California,EMT/ Paramedic,
National College of Technical Instruction - Riverside,USA,United States,California,EMT/ Paramedic,NCTI
National College of Technical Instruction - Bay Area,USA,United States,California,EMT/ Paramedic,NCTI
National College of Technical Instruction - Roseville,USA,United States,California,EMT/ Paramedic,NCTI
National College of Technical Instruction - Santa Barbara,USA,United States,California,EMT/ Paramedic,NCTI
National College of Technical Instruction - Siskiyous County,USA,United States,California,EMT/ Paramedic,NCTI
Palomar College,USA,United States,California,EMT/ Paramedic,
Point Loma Nazarene University/Emsta College for EMS,USA,United States,California,EMT/ Paramedic,
Saddleback College,USA,United States,California,EMT/ Paramedic,
Santa Rosa Junior College,USA,United States,California,EMT/ Paramedic,
Southwestern College - San Diego,USA,United States,California,EMT/ Paramedic,SWCCD
UCLA Paramedic Education Program,USA,United States,California,EMT/ Paramedic,UCLA
University of Antelope Valley,USA,United States,California,EMT/ Paramedic,UAV
Ventura College - School of Prehospital and Emergency Medicine,USA,United States,California,EMT/ Paramedic,
Victor Valley College,USA,United States,California,EMT/ Paramedic,VVC
Westmed College - San Jose,USA,United States,California,EMT/ Paramedic,
Los Angeles Southwest College,USA,United States,California,EMT/ Paramedic,LASC
Aims Community College,USA,United States,Colorado,EMT/ Paramedic,
Colorado Mountain College,USA,United States,Colorado,EMT/ Paramedic,
Community College of Aurora,USA,United States,Colorado,EMT/ Paramedic,
Denver Health Medical Center,USA,United States,Colorado,EMT/ Paramedic,
HCA HealthONE Swedish Medical Center,USA,United States,Colorado,EMT/ Paramedic,
Pikes Peak Community College,USA,United States,Colorado,EMT/ Paramedic,PPCC
Pueblo Community College,USA,United States,Colorado,EMT/ Paramedic,
St. Anthony Hospital,USA,United States,New York,EMT/ Paramedic,
Capital Community College,USA,United States,Connecticut,EMT/ Paramedic,
Goodwin College,USA,United States,Connecticut,EMT/ Paramedic,
Yale New Haven Hospital,USA,United States,Connecticut,EMT/ Paramedic,
Delaware Technical and Community College - Terry Campus,USA,United States,Delaware,EMT/ Paramedic,DTCC
American Medical Academy,USA,United States,Florida,EMT/ Paramedic,AMA
Broward College,USA,United States,Florida,EMT/ Paramedic,
City College Altamonte Springs,USA,United States,Florida,EMT/ Paramedic,
City College Ft. Lauderdale,USA,United States,Florida,EMT/ Paramedic,
City College Gainesville,USA,United States,Florida,EMT/ Paramedic,
City College Miami,USA,United States,Florida,EMT/ Paramedic,
College of Central Florida,USA,United States,Florida,EMT/ Paramedic,
Daytona State College,USA,United States,Florida,EMT/ Paramedic,
Eastern Florida State College,USA,United States,Florida,EMT/ Paramedic,
First Coast Technical College - St. Johns County School District,USA,United States,Florida,EMT/ Paramedic,FCTC
Florida Gateway College,USA,United States,Florida,EMT/ Paramedic,
Florida Southwestern State College,USA,United States,Florida,EMT/ Paramedic,
Florida State College at Jacksonville,USA,United States,Florida,EMT/ Paramedic,
Gulf Coast State College,USA,United States,Florida,EMT/ Paramedic,
Hillsborough Community College,USA,United States,Florida,EMT/ Paramedic,HCCFL
Indian River State College,USA,United States,Florida,EMT/ Paramedic,IRSC
Lake Technical College,USA,United States,Florida,EMT/ Paramedic,
Manatee Technical College,USA,United States,Florida,EMT/ Paramedic,
Miami Dade College,USA,United States,Florida,EMT/ Paramedic,
Northwest Florida State College,USA,United States,Florida,EMT/ Paramedic,
Orlando Medical Institute,USA,United States,Florida,EMT/ Paramedic,
Palm Beach State College,USA,United States,Florida,EMT/ Paramedic,
Pasco-Hernando State College,USA,United States,Florida,EMT/ Paramedic,PHSC
Pensacola State College,USA,United States,Florida,EMT/ Paramedic,
Polk State College,USA,United States,Florida,EMT/ Paramedic,
Santa Fe College,USA,United States,Florida,EMT/ Paramedic,
Seminole State College,USA,United States,Florida,EMT/ Paramedic,
South Florida State College,USA,United States,Florida,EMT/ Paramedic,
St Petersburg College,USA,United States,Florida,EMT/ Paramedic,
Suncoast Technical College,USA,United States,Florida,EMT/ Paramedic,
Tallahassee Community College,USA,United States,Florida,EMT/ Paramedic,TCC
Valencia College,USA,United States,Florida,EMT/ Paramedic,
Albany Technical College,USA,United States,Georgia,EMT/ Paramedic,
Athens Technical College,USA,United States,Georgia,EMT/ Paramedic,
Atlanta Technical College,USA,United States,Georgia,EMT/ Paramedic,
Central Georgia Technical College,USA,United States,Georgia,EMT/ Paramedic,
Chattahoochee Technical College- North Metro Campus Acworth,USA,United States,Georgia,EMT/ Paramedic,
Coastal Pines Technical College,USA,United States,Georgia,EMT/ Paramedic,
Darton State College,USA,United States,Georgia,EMT/ Paramedic,
Fortis College - Smyrna,USA,United States,Georgia,EMT/ Paramedic,
Georgia Northwestern Technical College-rome,USA,United States,Georgia,EMT/ Paramedic,
Georgia Piedmont Technical College,USA,United States,Georgia,EMT/ Paramedic,
Grady Health System,USA,United States,Georgia,EMT/ Paramedic,
Gwinnett County Fire and Emergency Services,USA,United States,Georgia,EMT/ Paramedic,
Gwinnett Technical College,USA,United States,Georgia,EMT/ Paramedic,
Henry County Fire Department,USA,United States,Georgia,EMT/ Paramedic,
Lanier Technical College - Oakwood,USA,United States,Georgia,EMT/ Paramedic,
Southeastern Technical College - Vidalia,USA,United States,Georgia,EMT/ Paramedic,
Southern Crescent Technical College,USA,United States,Georgia,EMT/ Paramedic,SCTC
Southern Regional Technical College - Thomasville,USA,United States,Georgia,EMT/ Paramedic,
West Georgia Regional Emergency Education Coalition,USA,United States,Georgia,EMT/ Paramedic,WGREEC
Wiregrass Georgia Technical College,USA,United States,Georgia,EMT/ Paramedic,
Kapi'olani Community College,USA,United States,Hawaii,EMT/ Paramedic,
Des Moines Area Community College-Ankeny Campus,USA,United States,Iowa,EMT/ Paramedic,DMACC
Eastern Iowa Community College,USA,United States,Iowa,EMT/ Paramedic,
Indian Hills Community College,USA,United States,Iowa,EMT/ Paramedic,
Iowa Central Community College,USA,United States,Iowa,EMT/ Paramedic,
Iowa Western Community College,USA,United States,Iowa,EMT/ Paramedic,IWCC
Kirkwood Community College,USA,United States,Iowa,EMT/ Paramedic,
Mercy College of Health Sciences,USA,United States,Iowa,EMT/ Paramedic,MCHS
Northeast Iowa Community College,USA,United States,Iowa,EMT/ Paramedic,NICC
Southeastern Community College,USA,United States,Iowa,EMT/ Paramedic,
University of Iowa Health Care,USA,United States,Iowa,EMT/ Paramedic,
Western Iowa Tech Community College,USA,United States,Iowa,EMT/ Paramedic,WITCC
Brigham Young University - Idaho,USA,United States,Idaho,EMT/ Paramedic,
College of Southern Idaho,USA,United States,Idaho,EMT/ Paramedic,CSI
College of Western Idaho,USA,United States,Idaho,EMT/ Paramedic,CWI
Idaho State University,USA,United States,Idaho,EMT/ Paramedic,ISU
Lewis-Clark State College,USA,United States,Idaho,EMT/ Paramedic,LCSC
"Advocate Bromenn Medical Center, Osf St Joseph Medical Center, and Mclean County Area Ems System Paramedic Training Program Consortium",USA,United States,Illinois,EMT/ Paramedic,CHEA
Advocate Christ Medical Center,USA,United States,Illinois,EMT/ Paramedic,
Advocate Condell Medical Center,USA,United States,Illinois,EMT/ Paramedic,
Advocate Good Samaritan Hospital,USA,United States,Illinois,EMT/ Paramedic,
Advocate Lutheran General Hospital,USA,United States,Illinois,EMT/ Paramedic,
Advocate Sherman Hospital,USA,United States,Illinois,EMT/ Paramedic,
Black Hawk College,USA,United States,Illinois,EMT/ Paramedic,BHC
Blessing Hospital,USA,United States,Illinois,EMT/ Paramedic,
Cadence Health at Central Dupage Hospital,USA,United States,Illinois,EMT/ Paramedic,
Edward Hospital,USA,United States,Illinois,EMT/ Paramedic,EEHealth
Illinois Central College,USA,United States,Illinois,EMT/ Paramedic,
Illinois Valley Community College,USA,United States,Illinois,EMT/ Paramedic,
Ingalls Memorial Hospital,USA,United States,Illinois,EMT/ Paramedic,
Kishwaukee College,USA,United States,Illinois,EMT/ Paramedic,
Lewis and Clark Community College,USA,United States,Illinois,EMT/ Paramedic,
Loyola University Medical Center,USA,United States,Illinois,EMT/ Paramedic,
Malcolm X College,USA,United States,Illinois,EMT/ Paramedic,
Morris Hospital and Healthcare Centers,USA,United States,Illinois,EMT/ Paramedic,
Northshore University Health System Highland Park Hospital,USA,United States,Illinois,EMT/ Paramedic,
OSF Saint Anthony Medical Center,USA,United States,Illinois,EMT/ Paramedic,
Parkland College,USA,United States,Illinois,EMT/ Paramedic,
AMITA Health Presence Saint Francis Hospital,USA,United States,Illinois,EMT/ Paramedic,
AMITA Health Presence Saint Joseph Hospital,USA,United States,Illinois,EMT/ Paramedic,
AMITA Health Presence St. Mary's Hospital,USA,United States,Illinois,EMT/ Paramedic,
Rend Lake College,USA,United States,Illinois,EMT/ Paramedic,RLC
Riverside Medical Center,USA,United States,New Jersey,EMT/ Paramedic,
Silver Cross Hospital,USA,United States,Illinois,EMT/ Paramedic,
Southwestern Illinois College,USA,United States,Illinois,EMT/ Paramedic,SWIC
Southwestern Illinois College,USA,United States,Illinois,EMT/ Paramedic,SWIC
Swedish American Hospital,USA,United States,Illinois,EMT/ Paramedic,
Vista Health System,USA,United States,Illinois,EMT/ Paramedic,
Waubonsee Community College,USA,United States,Illinois,EMT/ Paramedic,
Community Health Network,USA,United States,New York,EMT/ Paramedic,
Franciscan Health Crown Point,USA,United States,Indiana,EMT/ Paramedic,
Franciscan Health Indianapolis,USA,United States,Indiana,EMT/ Paramedic,
Franciscan Health Lafayette (frmly St Elizabeth Health),USA,United States,Indiana,EMT/ Paramedic,
Goshen Hospital,USA,United States,Indiana,EMT/ Paramedic,
Harrison County Hospital Paramedic Consortium,USA,United States,Indiana,EMT/ Paramedic,HCHEMS
Hendricks Regional Health,USA,United States,Indiana,EMT/ Paramedic,
Indiana University School of Medicine,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - Bloomington,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - Columbus,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - Evansville,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - Ft. Wayne,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - Kokomo,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - Madison,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - South Bend,USA,United States,Indiana,EMT/ Paramedic,
Ivy Tech Community College - Terre Haute,USA,United States,Indiana,EMT/ Paramedic,
St. Mary Medical Center,USA,United States,Indiana,EMT/ Paramedic,
St. Vincent's Indianapolis Hospital,USA,United States,Indiana,EMT/ Paramedic,
"The Methodist Hospitals, Inc.",USA,United States,Indiana,EMT/ Paramedic,
Vincennes University,USA,United States,Indiana,EMT/ Paramedic,VU
Barton County Community College,USA,United States,Kansas,EMT/ Paramedic,
Coffeyville Community College,USA,United States,Kansas,EMT/ Paramedic,
Cowley College,USA,United States,Kansas,EMT/ Paramedic,
Garden City Community College,USA,United States,Kansas,EMT/ Paramedic,GCCC
Hutchinson Community College,USA,United States,Kansas,EMT/ Paramedic,
Johnson County Community College,USA,United States,Kansas,EMT/ Paramedic,JCCC
Kansas City Kansas Community College,USA,United States,Kansas,EMT/ Paramedic,KCKCC
Ashland Community and Technical College,USA,United States,Kentucky,EMT/ Paramedic,
Eastern Kentucky University,USA,United States,Kentucky,EMT/ Paramedic,
Lexington Division of Fire and Emergency Services,USA,United States,Kentucky,EMT/ Paramedic,
Owensboro Community and Technical College,USA,United States,Kentucky,EMT/ Paramedic,OCTC
Bossier Parish Community College,USA,United States,Louisiana,EMT/ Paramedic,BPCC
Delgado Community College,USA,United States,Louisiana,EMT/ Paramedic,DCC
South Louisiana Community College,USA,United States,Louisiana,EMT/ Paramedic,SLCC
National Medical Education and Training Center/medtech College Consortia,USA,United States,Massachusetts,EMT/ Paramedic,NMETC
Pro EMS Center for Medics/Mount Auburn Hospital Consortium for Paramedic Education,USA,United States,Massachusetts,EMT/ Paramedic,
Springfield College,USA,United States,Massachusetts,EMT/ Paramedic,
Anne Arundel Community College,USA,United States,Maryland,EMT/ Paramedic,AACC
Cecil College,USA,United States,Maryland,EMT/ Paramedic,
Chesapeake College,USA,United States,Maryland,EMT/ Paramedic,
College of Southern Maryland,USA,United States,Maryland,EMT/ Paramedic,CSM
Community College of Baltimore County - Essex Campus,USA,United States,Maryland,EMT/ Paramedic,CCBC
Garrett College,USA,United States,Maryland,EMT/ Paramedic,
Hagerstown Community College,USA,United States,Maryland,EMT/ Paramedic,HCC
Howard Community College,USA,United States,Maryland,EMT/ Paramedic,
Howard County Department of Fire and Rescue,USA,United States,Maryland,EMT/ Paramedic,
Montgomery County Fire Rescue Training Academy,USA,United States,Maryland,EMT/ Paramedic,
Prince George's Community College,USA,United States,Maryland,EMT/ Paramedic,PGCC
University of Maryland Baltimore County,USA,United States,Maryland,EMT/ Paramedic,UMBC
Wor-Wic Community College,USA,United States,Maryland,EMT/ Paramedic,
Eastern Maine Community College,USA,United States,Maine,EMT/ Paramedic,EMCC
Kennebec Valley Community College,USA,United States,Maine,EMT/ Paramedic,KVCC
Northern Maine Community College,USA,United States,Maine,EMT/ Paramedic,NMCC
Southern Maine Community College,USA,United States,Maine,EMT/ Paramedic,SMCC
United Training Center,USA,United States,Maine,EMT/ Paramedic,
Baker College of Cadillac,USA,United States,Michigan,EMT/ Paramedic,
Baker College of Clinton Township,USA,United States,Michigan,EMT/ Paramedic,
Genesys Regional Medical Center,USA,United States,Michigan,EMT/ Paramedic,
Huron Valley Ambulance,USA,United States,Michigan,EMT/ Paramedic,HVA
Jackson College,USA,United States,Michigan,EMT/ Paramedic,JCCMI
Kalamazoo Valley Community College,USA,United States,Michigan,EMT/ Paramedic,
Kellogg Community College,USA,United States,Michigan,EMT/ Paramedic,
Lansing Community College,USA,United States,Michigan,EMT/ Paramedic,LCC
Life Support Training Institute at Botsford Hospital,USA,United States,Michigan,EMT/ Paramedic,LSTI
Macomb Community College,USA,United States,Michigan,EMT/ Paramedic,
Mid-Michigan Medical Center,USA,United States,Michigan,EMT/ Paramedic,
Wayne County Community College District,USA,United States,Michigan,EMT/ Paramedic,WCCCD
Century College,USA,United States,Minnesota,EMT/ Paramedic,
Hennepin County Medical Center,USA,United States,Minnesota,EMT/ Paramedic,
Inver Hills Community College,USA,United States,Minnesota,EMT/ Paramedic,
Mesabi Range College,USA,United States,Minnesota,EMT/ Paramedic,
Northland Community and Technical College,USA,United States,Minnesota,EMT/ Paramedic,
Ridgewater College,USA,United States,Minnesota,EMT/ Paramedic,
South Central College,USA,United States,Minnesota,EMT/ Paramedic,
St. Cloud Technical and Community College,USA,United States,Minnesota,EMT/ Paramedic,SCTCC
Cape Girardeau Career and Technology Center,USA,United States,Missouri,EMT/ Paramedic,
Crowder College,USA,United States,Missouri,EMT/ Paramedic,
East Central College,USA,United States,Missouri,EMT/ Paramedic,ECC
Grand River Technical School,USA,United States,Missouri,EMT/ Paramedic,GRTC
IHM Health Studies Center,USA,United States,Missouri,EMT/ Paramedic,
Mercy Hospital Springfield,USA,United States,Missouri,EMT/ Paramedic,
Metropolitan Community College,USA,United States,Nebraska,EMT/ Paramedic,
Mineral Area College,USA,United States,Missouri,EMT/ Paramedic,
Missouri Southern State University,USA,United States,Missouri,EMT/ Paramedic,
Ozarks Technical Community College,USA,United States,Missouri,EMT/ Paramedic,OTC
Pike-Lincoln Technical Center,USA,United States,Missouri,EMT/ Paramedic,PLTC
Respond Right EMS Academy/St. Charles Community College Consortia,USA,United States,Missouri,EMT/ Paramedic,
Rolla Technical Center,USA,United States,Missouri,EMT/ Paramedic,
South Howell County Ambulance District,USA,United States,Missouri,EMT/ Paramedic,SHC
St. Charles County Ambulance District,USA,United States,Missouri,EMT/ Paramedic,SCCAD
St. Louis Community College,USA,United States,Missouri,EMT/ Paramedic,SLCC
Three Rivers College,USA,United States,Missouri,EMT/ Paramedic,TRCC
University of Missouri Health Care EMS Institute,USA,United States,Missouri,EMT/ Paramedic,
University of Missouri - Kansas City School of Medicine,USA,United States,Missouri,EMT/ Paramedic,UMKC
East Mississippi Community College,USA,United States,Mississippi,EMT/ Paramedic,East MS
Hinds Community College - Jackson,USA,United States,Mississippi,EMT/ Paramedic,
Holmes Community College,USA,United States,Mississippi,EMT/ Paramedic,
Itawamba Community College,USA,United States,Mississippi,EMT/ Paramedic,ICCMS
Jones County Junior College,USA,United States,Mississippi,EMT/ Paramedic,JCJC
Meridian Community College,USA,United States,Mississippi,EMT/ Paramedic,
Mississippi Gulf Coast Community College,USA,United States,Mississippi,EMT/ Paramedic,
Northwest Mississippi Community College,USA,United States,Mississippi,EMT/ Paramedic,
Flathead Valley Community College,USA,United States,Montana,EMT/ Paramedic,FVCC
Great Falls College - Montana State University,USA,United States,Montana,EMT/ Paramedic,GFCMSU
Montana State University - Billings,USA,United States,Montana,EMT/ Paramedic,MSU
Asheville-Buncombe Technical Community College,USA,United States,North Carolina,EMT/ Paramedic,ABTech
Blue Ridge Community College,USA,United States,Virginia,EMT/ Paramedic,
Caldwell Community College & Technical Institute,USA,United States,North Carolina,EMT/ Paramedic,CCCTI
Catawba Valley Community College,USA,United States,North Carolina,EMT/ Paramedic,CCVC
Central Piedmont Community College/Carolinas Medical Center Consortium,USA,United States,North Carolina,EMT/ Paramedic,CPCC
Cleveland Community College,USA,United States,North Carolina,EMT/ Paramedic,
Durham Technical Community College,USA,United States,North Carolina,EMT/ Paramedic,
Fayetteville Technical Community College,USA,United States,North Carolina,EMT/ Paramedic,FTCC
Gaston College,USA,United States,North Carolina,EMT/ Paramedic,
Guilford Technical Community College,USA,United States,North Carolina,EMT/ Paramedic,GTCC
Joint Special Operations Medical Training Center,USA,United States,North Carolina,EMT/ Paramedic,JSOMTC
Lenoir Community College,USA,United States,North Carolina,EMT/ Paramedic,
Piedmont Community College,USA,United States,North Carolina,EMT/ Paramedic,
South Piedmont Community College,USA,United States,North Carolina,EMT/ Paramedic,SPCC
Southwestern Community College - Sylva,USA,United States,North Carolina,EMT/ Paramedic,
Western Carolina University,USA,United States,North Carolina,EMT/ Paramedic,WCU
Bismarck State College ,USA,United States,North Dakota,EMT/ Paramedic,
Dakota College at Bottineau,USA,United States,North Dakota,EMT/ Paramedic,
Emergency Training Associates/ Greater Minnesota Paramedic Consortium,USA,United States,Minnesota,EMT/ Paramedic,
Sanford Health EMS Education/North Dakota State College of Science,USA,United States,North Dakota,EMT/ Paramedic,
Central Community College,USA,United States,Nebraska,EMT/ Paramedic,CCCNEB
Creighton University,USA,United States,Nebraska,EMT/ Paramedic,
MccCook Community College/ Mid-Plains Community College,USA,United States,Nebraska,EMT/ Paramedic,MPCC
Metropolitan Community College -Omaha,USA,United States,Nebraska,EMT/ Paramedic,MCCNEB
Northeast Community College,USA,United States,Nebraska,EMT/ Paramedic,
Southeast Community College,USA,United States,Nebraska,EMT/ Paramedic,
New England EMS Institute,USA,United States,New Hampshire,EMT/ Paramedic,
NHTI - Concord's Community College,USA,United States,New Hampshire,EMT/ Paramedic,NHTI
Jersey City Medical Center EMS,USA,United States,New Jersey,EMT/ Paramedic,JCMC
MONOC/Ocean County College,USA,United States,New Jersey,EMT/ Paramedic,
Union County College,USA,United States,New Jersey,EMT/ Paramedic,UCC
"Virtua West Jersey Health System, Inc",USA,United States,New Jersey,EMT/ Paramedic,
Central New Mexico Community College,USA,United States,New Mexico,EMT/ Paramedic,CNM
Doña Ana Community College,USA,United States,New Mexico,EMT/ Paramedic,DACC
Eastern New Mexico University,USA,United States,New Mexico,EMT/ Paramedic,ENMU
San Juan College,USA,United States,New Mexico,EMT/ Paramedic,
University of New Mexico School of Medicine,USA,United States,New Mexico,EMT/ Paramedic,UNM
College of Southern Nevada,USA,United States,Nevada,EMT/ Paramedic,CSN
National College of Technical Instruction - Las Vegas,USA,United States,Nevada,EMT/ Paramedic,NCTI
REMSA,USA,United States,Nevada,EMT/ Paramedic,
Truckee Meadows Community College,USA,United States,Nevada,EMT/ Paramedic,TMCC
CUNY Borough of Manhattan Community College,USA,United States,New York,EMT/ Paramedic,BMCC
Dutchess Community College,USA,United States,New York,EMT/ Paramedic,
Erie Community College,USA,United States,New York,EMT/ Paramedic,
Faxton St. Luke's Healthcare Paramedic Program,USA,United States,New York,EMT/ Paramedic,
Hudson Valley Community College,USA,United States,New York,EMT/ Paramedic,
LaGuardia Community College,USA,United States,New York,EMT/ Paramedic,
Monroe Community College,USA,United States,New York,EMT/ Paramedic,
Nassau County Fire Police EMS Academy at NUMC,USA,United States,New York,EMT/ Paramedic,NCFPAEMS
New York Methodist Hospital,USA,United States,New York,EMT/ Paramedic,
Northwell Health Center for Learning and Innovation - Emergency Medical Institute,USA,United States,New York,EMT/ Paramedic,
St. John's University,USA,United States,New York,EMT/ Paramedic,
Suffolk County Community College,USA,United States,New York,EMT/ Paramedic,
SUNY Cobleskill,USA,United States,New York,EMT/ Paramedic,
Akron General Medical Center,USA,United States,Ohio,EMT/ Paramedic,
Butler Tech,USA,United States,Ohio,EMT/ Paramedic,
Central Ohio Technical College,USA,United States,Ohio,EMT/ Paramedic,
Cincinnati State Technical and Community College,USA,United States,Ohio,EMT/ Paramedic,
Clark State Community College,USA,United States,Ohio,EMT/ Paramedic,
Columbus State Community College,USA,United States,Ohio,EMT/ Paramedic,CSCC
Cuyahoga Community College,USA,United States,Ohio,EMT/ Paramedic,
