Pontificia Universidad Javeriana Facultad De Medicina,COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Antonio Nariño, Facultad De Medicina (Santa Fé De Bogotá) (Uan)",COL,Colombia,Bogota D.C,UAN,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Autónoma De Bucaramanga, Facultad De Medicina, Campus El Bosque (Bucaramanga - Santander)",COL,Colombia,Bucaramanga,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad De Antioquia, Facultad De Medicina",COL,Colombia,Northwestern,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad De Caldas, Facultad De Ciencias De La Salud - Medicina",COL,Colombia,Northwestern,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad De Cartagena, Facultad De Medicina (Bolivar)",COL,Colombia,North Colombia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Sinú, Escuela De Medicina",COL,Colombia,North Colombia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad De Ciencias Aplicadas Y Ambientales - Udca, Facultad De Ciencias De La Salud, Campus Universitario",COL,Colombia,Bogota D.C,UDCA,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad De Santander (Udes), Facultad De Medicina, (Bucaramanga - Santander)",COL,Colombia,Bucaramanga,UDES,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad De La Sabana, Facultad De Medicina, (Chía - Cundinamarca)",COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad De Los Andes, Facultad De Medicina (Santa Fé De Bogotá)",COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Bosque, Escuela Colombiana De Medicina (Santa Fé De Bogotá)",COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Cauca, Facultad De Ciencias De La Salud - Medicina (Popayán - Cauca)",COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Norte, Ciencias De La Salud - Facultad De Medicina (Barranquilla)",COL,Colombia,Caribbean,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Quindío, Facultad De Ciencias De La Salud - Medicina (Armenia - Quindío)",COL,Colombia,Caribbean,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Tolima, Facultad De Medicina (Ibagué - Tolima)",COL,Colombia,Center-West,UT,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Valle, Facultad De Salud - Escuela De Medicina (Cali - Valle)",COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Industrial De Santander, Escuela De Medicina - Facultad De Salud (Bucaramanga - Santander)",COL,Colombia,Bucaramanga,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Libre De Colombia - Seccional Atlántico, Facultad De Medicina (Barranquilla - Atlántico)",COL,Colombia,Caribbean,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Libre De Colombia - Seccional Cali, Facultad De Medicina Y Ciencias De La Salud (Cali - Valle)",COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Metropolitana, Ciencias De La Salud, (Barranquilla - Atlántico)",COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Militar Nueva Granada, Facultad De Medicina Y Ciencias De La Salud (Santa Fé De Bogotá)",COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Nacional De Colombia, Facultad De Medicina, Ciudad Universitaria",COL,Colombia,Bogota D.C,UNAL,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Pedagogica Y Tecnologica De Colombia, Facultad De Ciencias De La Salud - Escuela De Medicina",COL,Colombia,Center-east,UPTC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Pontificia Bolivariana, Facultad De Medicina",COL,Colombia,Bogota D.C,UPB,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Surcolombiana, Facultad De Ciencias De La Salud - Facultad De Medicina (Neiva - Huila)",COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Tecnologica De Pereira, Facultad Ciencias De La Salud, (Pereira - Risaralda)",COL,Colombia,Center-West,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Cooperativa De Colombia Facultad De Medicina (Ucc),COL,Colombia,Center-West,UCC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Simón Bolívar Facultad De Ciencias De La Salud,COL,Colombia,Bogota D.C,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Fundación Universitaria Sanitas Facultad De Medicina,COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Ces Escuela De Medicina,COL,Colombia,Center-West,CES,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Manizales Campo De Ciencias De La Salud (Uam),COL,Colombia,Center-West,UAM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Del Valle Escuela De Medicina, Cali",COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Pamplona Facultad De Salud,COL,Colombia,Bucaramanga,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Metropolitana Programa De Medicina,COL,Colombia,Bucaramanga,UMET,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Santiago De Cali Facultad De Salud, Campus Palmira",COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Santiago De Cali Facultad De Salud, Campus Pampalinda",COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Corporación Universitaria Rafael Núñez Facultad De Ciencias De La Salud,COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Corporación Universitaria Remington Facultad De Ciencias De La Salud,COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Del Magdalena Facultad De Ciencias De La Salud,COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Unidad Central Del Valle Del Cauca (Uceva),COL,Colombia,Southwest,UCEVA,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Fundacion Universitaria Navarra - Uninavarra,COL,Colombia,Southwest,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Sucre,COL,Colombia,Sucre,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Fundacion Universitaria Autonoma De Las Americas,COL,Colombia,North America,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Colegio Universitario San Judas Tadeo,CRI,Cost Rica,San José,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Escuela Autonoma De Ciencas Medicas De Centro America,CRI,Cost Rica,San José,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Autonoma De Centro America (Uaca),CRI,Cost Rica,Americans,UACA,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Costa Rica,CRI,Cost Rica,San José,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Hispanoamerica,CRI,Cost Rica,San José,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Internacional De Las Americas,CRI,Cost Rica,Americans,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Latina De Costa Rica,CRI,Cost Rica,San José,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Escuela Autónoma De Ciencias Médicas De Centro América,CRI,Cost Rica,Americans,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Autónoma De Centro América Facultad De Ciencias De La Salud,CRI,Cost Rica,Central America,UACA,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Ciencias Medicas Andrés Vesalio Guzmán (Ucimed) Escuela De Medicina,CRI,Cost Rica,San José,UCIMED,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
European University Cyprus School Of Medicine,CYP,Cyprus,Nicosia,EUC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University Of Cyprus Medical School,CYP,Cyprus,Nicosia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Charles University, Faculty Of Medicine (Lékařská Fakulta V Plzni, Univerzita Karlova V Praze)",CZE,Czechia,Prague,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Masaryk University, Faculty Of Medicine",CZE,Czechia,Prague,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"University Of Ostrava, Faculty Of Medicine (Official Site)",CZE,Czechia,Prague,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Faculty Of Military Health Sciences, University Of Defence (Official Site)",CZE,Czechia,Prague,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"1. Lékařská Fakulta, Univerzity Karlovy (Lf1)",CZE,Czechia,Prague,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Lékařská Fakulta V Plzni, Univerzita Karlova V Praze",CZE,Czechia,Prague,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rhenish Westphalian Technical University Of Aachen,DEU,Germany,North Rhine-Westphalia,RWTH,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University Hospitals Of The Ruhr-Universität Bochum,DEU,Germany,North Rhine-Westphalia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rhenish Friedrich Wilhelm University Of Bonn,DEU,Germany,North Rhine-Westphalia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Cologne,DEU,Germany,North Rhine-Westphalia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Heinrich-Heine University Of Düsseldorf,DEU,Germany,North Rhine-Westphalia,HHU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University Of Duisburg-Essen,DEU,Germany,North Rhine-Westphalia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Westphalian University Of Münster,DEU,Germany,North Rhine-Westphalia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Witten/Herdecke University,DEU,Germany,North Rhine-Westphalia,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Charité – University Medicine Berlin Of Freie Universität Berlin And The Humboldt University Of Berlin,DEU,Germany,Berlin,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universitätsklinikum Benjamin Franklin , Berlin",DEU,Germany,Berlin,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Dresden (Tu),DEU,Germany,Saxony,TU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Leipzig,DEU,Germany,Saxony,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Friedrich-Alexander University Of Erlangen And Nürnberg,DEU,Germany,southeast,FAU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Ludwigs-Maximilians University Of Munich (Lmu),DEU,Germany,Bavaria,LMU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Technical University Of Munich (Tu),DEU,Germany,Bavaria,TUM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University Of Regensburg,DEU,Germany,Bavaria,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Julius Maximilian University Of Würzburg,DEU,Germany,Bavaria,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Medizinische Hochschule Hannover,DEU,Germany,Saxony,MHH,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Philipps-Universität Marburg Fachbereich Medizin,DEU,Germany,Hesse,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Medizinischen Fakultät Der Universität Des Saarlandes,DEU,Germany,Saarland,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universität Hamburg Medizinische Fakultät,DEU,Germany,Hamburg,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Medizinische Fakultät Heidelberg, Ruprecht-Karls-Universität Heidelberg",DEU,Germany,South west,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Otto-Von-Guericke-Universität Magdeburg Medizinische Fakultät,DEU,Germany,Saxony,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Christian-Albrechts-Universität Zu Kiel Medizinische Fakultät,DEU,Germany,Northern Germany,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Friedrich-Schiller-Universität Jena Medizinische Fakultät,DEU,Germany,Northern Germany,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Albert-Ludwigs-Universität Freiburg Medizinische Fakultät,DEU,Germany,Northern Germany,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universitätsmedizin Der Johannes Gutenberg-Universität Mainz,DEU,Germany,South west,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Medizinische Hochschule Lübeck, Universität Lübeck",DEU,Germany,Northern Germany,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universität Rostock Medizinische Fakultät,DEU,Germany,Mecklenburg-Vorpommern,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Technischen Universität München Fakultät Für Medizin,DEU,Germany,Bavaria,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universitätsmedizin Greifswald,DEU,Germany,Mecklenburg-Vorpommern,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Medical School Brandenburg Theodor Fontane,DEU,Germany,Neuruppin,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universität Ulm Medizinische Fakultät,DEU,Germany,Baden-Württemberg.,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Eberhard Karls Universität Tübingen Medizinische Fakultät,DEU,Germany,Baden-Württemberg.,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rheinisch-Westfälische Technische Hochschule Aachen Medizinische Fakultät,DEU,Germany,North Rhine-Westphalia,RWTH,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universitätsmedizin Göttingen Medizinische Fakultät,DEU,Germany,Saxony,UMG,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Martin-Luther-Universität Halle-Wittenberg Medizinische Fakultät,DEU,Germany,Saxony,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Goethe-Universität Frankfurt Am Main Fachbereich Medizin,DEU,Germany,Saxony,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
All Saints University School Of Medicine,DMA,Dominica,Roseau,ASUDOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Ross University School Of Medicine,DMA,Dominica,Roseau,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University Of Copenhagen Faculty Of Health And Medical Sciences,DNK,Denmark,Copenhagen,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Aarhus University, Health",DNK,Denmark,Central Denmark,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"University Of Southern Denmark, Faculty Of Health Sciences",DNK,Denmark,Southern Denmark,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Aalborg University,DNK,Denmark,Northern Denmark,AAU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Syddansk Universitet Det Sundhedsvidenskabelige Fakultet,DNK,Denmark,Southern Denmark,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Syddansk Universitet Det Sundhedsvidenskabelige Fakultet,DNK,Denmark,Southern Denmark,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Iberoamerica (Unibe),DOM,Dominican Republic,Santo Domingo,UNIBE,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Instituto Tecnológico De Santo Domingo Escuela De Medicina (Intec),DOM,Dominican Republic,Santo Domingo,INTEC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Pontificia Universidad Católica Madre Y Maestra Departamento De Medicina (Pucmm),DOM,Dominican Republic,Santo Domingo,PUCMM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Autónoma De Santo Domingo Departamento De Medicina (Uasd),DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica Nordestana Facultad De Ciencias Medicas,DOM,Dominican Republic,Duarte,UCNE,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica Tecnológica Del Cibao Escuela De Medicina,DOM,Dominican Republic,La Vega,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Central Del Este Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,UCE,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Iberoamericana (Unibe) Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,UNIBE,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Nacional Pedro Henríquez Ureña Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,UNPHU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Tecnológica De Santiago Escuela De Medicina, Santiago De Los Caballeros",DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Tecnológica De Santiago Escuela De Medicina, Santo Domingo",DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Instituto Tecnológico De Santo Domingo Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Pontificia Universidad Católica Madre Y Maestra Departamento De Medicina,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Autónoma De Santo Domingo Departamento De Medicina,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica Nordestana Facultad De Ciencias Medicas,DOM,Dominican Republic,Duarte,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica Tecnológica Del Cibao Escuela De Medicina,DOM,Dominican Republic,La Vega,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Central Del Este Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Nacional Pedro Henríquez Ureña Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Tecnológica De Santiago Escuela De Medicina, Santiago De Los Caballeros",DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Tecnológica De Santiago Escuela De Medicina, Santo Domingo",DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Nacional Pedro Henríquez Ureña (Unphu) Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica Tecnológica Del Cibao (Ucateci) Escuela De Medicina,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica Nordestana (Ucne) Facultad De Ciencias Medicas,DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Tecnológica De Santiago Escuela De Medicina, Santiago Campus",DOM,Dominican Republic,Santo Domingo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Universidad Tecnológica De Santiago Escuela De Medicina, Santiago Campus (Utesa)",DOM,Dominican Republic,Santo Domingo,UTESA,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Pontificia Universidad Católica Madre Y Maestra Departamento De Medicina (Pucmm),DOM,Dominican Republic,Santo Domingo,PUCMM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Instituto Tecnológico De Santo Domingo Escuela De Medicina (Intec),DOM,Dominican Republic,Santo Domingo,INTEC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Abou Bekr Belkaid Tlemcen Faculté De Médecine,DZA,Algeria,North-Western,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Badji Mokhtar D'Annaba Faculté De Médecine,DZA,Algeria,North-east,UBMA,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Constantine 3 Faculté De Médecine,DZA,Algeria,North-east,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université D'Alger Faculté Des Sciences Médicales,DZA,Algeria,Algiers,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université D'Oran Es-Senia Faculté De Médecine,DZA,Algeria,Oran,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université De Mostaganem Faculté De Médecine,DZA,Algeria,North-Western,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Djillali Liabes De Sidi Bel-Abbes Faculté De Sciences Médicales,DZA,Algeria,Oran,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Elhadj Lakhdar Batna Faculté De Médecine,DZA,Algeria,Batna,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Ferhat Abbas De Sétif (Ufas) Faculté De Médecine,DZA,Algeria,Setif,UFAS,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Mouloud Mammeri De Tizi-Ouzou Faculté De Médecine,DZA,Algeria,North-Central,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Université Saad Dahlab Blida Faculté De Médecine,DZA,Algeria,Blida,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Nacional De Chimborazo Facultad De Ciencias De La Salud,ECU,Ecuador,Chimboraz,UNACH,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Pontificia Universidad Católica Del Ecuador Facultad De Medicina,ECU,Ecuador,Quito,PUCE,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica De Cuenca Unidad Académica De Medicina Y Ciencias De La Salud,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica De Santiago De Guayaquil Facultad De Ciencias Médicas,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Central Del Ecuador Facultad De Ciencias Médicas,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Cristiana Latinoamericana Escuela De Medicina,ECU,Ecuador,Quito,UCL,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Cuenca Facultad De Ciencias Médicas,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Guayaquil Facultad De Ciencias Médicas,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad De Las Américas Facultad De Ciencias De La Salud (Udla),ECU,Ecuador,Cuenca,UDLA,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Del Azuay Facultad De Medicina,ECU,Ecuador,Quito,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Internacional Del Ecuador Facultad De Ciencias Médicas Y De La Salud,ECU,Ecuador,Quito,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Laica 'Eloy Alfaro' De Manabí Facultad De Ciencias Médicas (Uleam),ECU,Ecuador,Quito,ULEAM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Nacional De Loja Área De La Salud Humana,ECU,Ecuador,Loja,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Particular De Especialidades Espiritu Santo (Uees) Facultad De Ciencias Médicas,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Regional Autónoma De Los Andes Facultad Ciencias Médicas (Uniandes),ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad San Francisco De Quito Colegio De Ciencias De La Salud,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Tecnólogica Equinoccial Facultad De Ciencias De La Salud Eugenio Espejo,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Técnica De Ambato Facultad De Ciencias De La Salud,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Técnica De Manabí Facultad De Ciencias De La Salud,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Técnica Particular De Loja Escuela De Medicina (Utpl),ECU,Ecuador,Loja,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Católica De Cuenca Unidad Académica De Medicina Y Ciencias De La Salud,ECU,Ecuador,Loja,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Nacional De Loja Área De La Salud Humana,ECU,Ecuador,Loja,UTPL,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Técnica De Machala Escuela De Ciencias Médicas,ECU,Ecuador,Cuenca,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Al-Azhar School Of Medicine In Cairo (For Males), Al-Azhar University",EGY,Egypt,Cairo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Al-Azhar School Of Medicine In Damietta (For Males), Al-Azhar University",EGY,Egypt,Cairo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Al-Azhar School Of Medicine In Assiut (For Males), Al-Azhar University",EGY,Egypt,Cairo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Al-Azhar School Of Medicine In Cairo (For Females), Al-Azhar University",EGY,Egypt,Cairo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"Kasr El-Aini Faculty Of Medicine, Cairo University",EGY,Egypt,Cairo,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Ain Shams University Faculty Of Medicine,EGY,Egypt,Cairo,ASU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Alexandria Faculty Of Medicine,EGY,Egypt,Alexandria,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Mansoura Faculty Of Medicine,EGY,Egypt,Lower Egypt,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Faculty Of Medicine Zagazig University,EGY,Egypt,Lower Egypt,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
